Production ID,Production Date,Factory,Production Line,Shift,Machine ID,Machine Type,Operator ID,Product Category,Planned Production,Actual Production,Defective Units,Downtime (Minutes),Production Hours,Energy Consumption (kWh),Maintenance Cost ($),Unit Production Cost ($),Temperature (°C),Humidity (%),Quality Inspection Score
P00536,2025-05-31,Factory C,Line B,Night,M110,Manual,OP1074,Air Conditioner,231,197,1,16.0,12,1115,309.02,378.75,37.9,64,66.7
P00537,2025-09-04,Factory C,Line B,Morning,M114,Automatic,OP1097,Refrigerator,408,409,6,55.0,8,464,2329.61,163.76,25.7,52,68.8
P00538,2025-12-10,Factory A,Line B,Night,M132,Automatic,OP1089,Washing Machine,311,266,7,119.0,8,959,923.74,411.82,32.9,81,75.3
P00539,2025-04-30,Factory A,Line C,Morning,M119,Automatic,OP1015,Refrigerator,467,427,21,94.0,9,1062,2360.82,268.46,20.5,55,98.2
P00540,2025-06-09,Factory A,Line B,Afternoon,M128,Semi-Automatic,OP1099,Washing Machine,475,490,8,66.0,9,409,1048.75,253.77,27.2,44,92.6
P00541,2025-09-13,Factory C,Line D,Morning,M139,Semi-Automatic,OP1019,Refrigerator,331,318,19,40.0,10,814,2476.8,77.47,37.9,80,83.0
P00542,2025-05-30,Factory C,Line D,Morning,M122,Automatic,OP1092,Television,290,242,7,89.0,8,1186,1962.49,389.13,32.5,54,99.4
P00543,2025-10-08,Factory B,Line C,Afternoon,M131,Semi-Automatic,OP1097,Microwave,261,274,12,,10,589,1771.3,107.91,35.1,60,
P00544,2025-01-28,Factory C,Line C,Afternoon,M111,Manual,OP1018,Microwave,345,286,22,61.0,10,448,603.44,366.85,21.9,76,60.4
P00545,2025-12-14,Factory A,Line D,Afternoon,M111,Automatic,OP1013,Washing Machine,474,476,30,22.0,8,420,2452.66,301.29,29.9,44,85.1
P00546,2025-01-18,Factory A,Line B,Afternoon,M132,Semi-Automatic,OP1089,Air Conditioner,386,370,5,83.0,12,1094,1760.31,363.01,31.2,84,78.5
P00547,2025-11-20,Factory C,Line D,Afternoon,M101,Automatic,OP1015,Refrigerator,375,355,3,62.0,9,323,1508.44,444.62,27.6,79,89.8
P00548,2025-07-16,Factory B,Line D,Afternoon,M137,Automatic,OP1013,Washing Machine,483,475,4,91.0,9,715,2050.88,33.39,29.1,69,91.3
P00549,2025-02-02,Factory C,Line A,Morning,M108,Automatic,OP1077,Television,451,404,0,71.0,12,1119,854.31,41.64,29.5,76,66.4
P00550,2025-01-18,Factory A,Line A,Night,M120,Semi-Automatic,OP1070,Television,467,450,27,120.0,8,554,821.44,427.14,28.4,85,71.7
P00551,2025-03-13,Factory C,Line D,Night,M121,Manual,OP1046,Air Conditioner,453,412,32,26.0,8,978,2067.43,125.77,21.8,54,94.2
P00552,2025-11-05,Factory C,Line B,Night,M123,Semi-Automatic,OP1017,Air Conditioner,290,288,13,9.0,10,566,1016.28,409.06,26.0,40,97.8
P00553,2025-10-02,Factory A,Line A,Night,M118,Manual,OP1090,Television,397,394,23,72.0,9,729,2071.76,159.45,33.8,59,61.0
P00554,2025-02-09,Factory B,Line A,Night,M108,Manual,OP1071,Microwave,489,473,4,42.0,8,671,2282.19,355.68,20.9,49,70.9
P00555,2025-04-24,Factory B,Line A,Morning,M112,Manual,OP1094,Washing Machine,230,197,15,12.0,10,1017,1473.18,144.85,23.4,41,95.9
P00556,2025-07-19,Factory A,Line C,Night,M135,Manual,OP1077,Microwave,267,242,15,75.0,9,565,122.79,243.27,21.1,43,65.7
P00557,2025-01-28,Factory C,Line C,Night,M116,Manual,OP1078,Microwave,470,451,29,23.0,12,662,2016.33,238.45,23.5,62,80.8
P00558,2025-11-22,Factory A,Line C,Afternoon,M121,Automatic,OP1082,Refrigerator,297,273,2,93.0,9,395,496.27,49.4,32.9,70,97.2
P00559,2025-12-13,Factory C,Line B,Afternoon,M132,Manual,OP1088,Air Conditioner,185,146,11,15.0,12,314,1579.09,412.13,32.9,80,77.0
P00560,2025-05-06,Factory C,Line A,Night,M129,Automatic,OP1087,Air Conditioner,453,424,14,22.0,8,675,2114.58,243.32,37.0,62,79.8
P00561,2025-02-27,Factory B,Line B,Night,M108,Semi-Automatic,OP1039,Microwave,267,235,9,33.0,9,302,1871.26,266.76,22.3,54,97.2
P00562,2025-08-26,Factory C,Line D,Morning,M123,Automatic,OP1079,Microwave,443,454,21,38.0,10,409,112.37,403.33,21.7,57,60.4
P00563,2025-04-12,Factory A,Line B,Afternoon,M108,Semi-Automatic,OP1001,Television,400,353,24,84.0,10,531,1229.68,184.08,25.3,46,81.5
P00564,2025-08-13,Factory C,Line D,Morning,M109,Semi-Automatic,OP1096,Microwave,317,319,0,45.0,9,413,554.96,42.11,25.9,82,73.2
P00565,2025-12-08,Factory A,Line D,Night,M118,Automatic,OP1054,Microwave,196,191,15,102.0,9,632,1902.62,356.64,26.0,81,96.9
P00566,2025-02-26,Factory A,Line A,Morning,M110,Semi-Automatic,OP1065,Refrigerator,379,378,24,87.0,9,353,1727.94,170.41,37.5,82,60.3
P00567,2025-05-25,Factory B,Line A,Afternoon,M116,Manual,OP1020,Air Conditioner,425,403,11,31.0,10,1085,376.05,137.0,32.0,77,92.8
P00568,2025-12-28,Factory A,Line B,Morning,M138,Manual,OP1082,Television,281,236,7,15.0,9,710,192.08,445.92,36.6,62,60.7
P00569,2025-01-27,Factory B,Line D,Night,M120,Manual,OP1082,Television,282,286,7,43.0,12,790,247.24,206.51,19.0,42,70.8
P00570,2025-12-31,Factory B,Line B,Afternoon,M104,Automatic,OP1006,Refrigerator,323,294,1,84.0,10,517,784.76,144.07,30.1,62,67.4
P00571,2025-06-21,Factory B,Line A,Morning,M101,Manual,OP1071,Television,431,400,21,46.0,10,1060,1969.14,249.77,25.4,76,71.0
P00572,2025-02-14,Factory A,Line B,Night,M139,Automatic,OP1006,Air Conditioner,479,445,12,24.0,12,401,279.71,257.3,24.9,81,79.0
P00573,2025-03-20,Factory A,Line B,Morning,M127,Manual,OP1092,Washing Machine,283,230,17,44.0,10,759,1611.68,74.91,26.7,65,76.8
P00574,2025-03-27,Factory C,Line C,Night,M109,Semi-Automatic,OP1006,Air Conditioner,437,450,3,101.0,9,1058,2054.88,235.39,28.6,67,98.9
P00575,2025-09-18,Factory B,Line D,Afternoon,M139,Semi-Automatic,OP1027,Television,264,223,0,20.0,9,906,1772.13,398.64,33.8,64,80.2
P00576,2025-06-05,Factory A,Line C,Night,M118,Manual,OP1016,Television,448,430,14,5.0,9,598,193.82,87.96,35.7,43,70.8
P00577,2025-04-18,Factory C,Line A,Morning,M123,Manual,OP1078,Washing Machine,206,190,10,10.0,10,1039,420.67,406.79,23.9,38,85.0
P00578,2025-04-23,Factory C,Line C,Morning,M117,Automatic,OP1069,Air Conditioner,185,155,1,92.0,12,969,717.63,291.15,30.1,48,92.7
P00579,2025-05-18,Factory A,Line D,Morning,M129,Automatic,OP1094,Microwave,292,266,11,18.0,12,395,1290.31,220.24,34.3,46,67.6
P00580,2025-11-28,Factory B,Line A,Afternoon,M111,Automatic,OP1051,Air Conditioner,431,423,12,8.0,9,373,1123.35,218.39,30.9,60,64.0
P00581,2025-01-07,Factory C,Line A,Afternoon,M125,Automatic,OP1015,Refrigerator,449,447,2,16.0,9,1088,300.63,85.62,30.5,35,91.7
P00582,2025-10-05,Factory C,Line C,Night,M106,Automatic,OP1018,Microwave,184,186,12,72.0,12,1135,491.55,166.0,21.1,38,81.7
P00583,2025-03-05,Factory A,Line A,Morning,M135,Semi-Automatic,OP1014,Air Conditioner,316,262,13,18.0,8,529,157.6,206.53,20.9,76,71.5
P00584,2025-09-09,Factory A,Line A,Morning,M107,Semi-Automatic,OP1046,Refrigerator,376,377,19,42.0,8,669,2315.97,415.95,35.9,73,66.0
P00585,2025-06-21,Factory C,Line B,Night,M128,Automatic,OP1086,Washing Machine,399,347,19,104.0,10,656,2200.97,140.21,28.0,58,97.3
P00586,2025-03-18,Factory C,Line B,Afternoon,M110,Semi-Automatic,OP1058,Microwave,219,234,2,14.0,12,1044,768.34,63.44,37.9,46,90.7
P00587,2025-09-11,Factory B,Line D,Night,M127,Manual,OP1082,Washing Machine,360,335,4,102.0,9,692,1104.78,236.27,28.7,69,81.4
P00588,2025-02-12,Factory C,Line D,Night,M137,Manual,OP1096,Television,297,263,2,30.0,10,302,587.87,386.5,25.2,65,98.3
P00589,2025-06-28,Factory B,Line B,Afternoon,M130,Automatic,OP1071,Microwave,236,244,7,26.0,9,357,1892.79,74.83,31.9,44,75.1
P00590,2025-07-10,Factory A,Line A,Night,M138,Automatic,OP1062,Air Conditioner,193,154,2,3.0,9,674,439.07,129.14,18.2,61,66.0
P00591,2025-03-13,Factory C,Line C,Afternoon,M127,Manual,OP1044,Microwave,273,228,0,36.0,8,459,244.0,298.04,30.1,46,80.1
P00592,2025-08-05,Factory C,Line D,Night,M117,Manual,OP1065,Washing Machine,185,150,11,29.0,12,460,752.39,64.07,25.6,43,89.7
P00593,2025-04-23,Factory B,Line B,Night,M136,Manual,OP1010,Microwave,385,393,30,40.0,12,1147,1013.13,48.24,25.4,62,67.8
P00594,2025-02-09,Factory B,Line C,Morning,M116,Semi-Automatic,OP1021,Air Conditioner,235,237,3,8.0,9,911,126.34,411.62,21.8,47,85.5
P00595,2025-05-18,Factory A,Line A,Night,M131,Automatic,OP1007,Washing Machine,196,181,1,120.0,10,308,2453.3,344.46,37.2,67,67.8
P00596,2025-03-08,Factory C,Line A,Afternoon,M127,Manual,OP1065,Refrigerator,380,350,16,103.0,9,324,1509.22,187.4,29.7,37,71.6
P00597,2025-02-10,Factory C,Line A,Night,M115,Automatic,OP1088,Television,257,213,5,64.0,10,758,1984.84,169.08,25.2,62,61.6
P00598,2025-04-17,Factory C,Line A,Morning,M137,Manual,OP1064,Refrigerator,378,363,25,1.0,9,1084,2189.1,257.53,37.4,85,95.8
P00599,2025-08-21,Factory B,Line B,Afternoon,M111,Automatic,OP1036,Air Conditioner,435,438,23,45.0,8,372,530.05,353.07,23.2,65,99.1
P00600,2025-03-05,Factory C,Line D,Morning,M124,Semi-Automatic,OP1052,Microwave,406,404,8,56.0,10,824,2127.61,429.62,25.5,78,76.5
P00601,2025-12-16,Factory A,Line A,Night,M116,Manual,OP1072,Refrigerator,410,392,9,109.0,8,597,1001.97,267.31,35.1,49,75.5
P00602,2025-06-28,Factory B,Line D,Night,M135,Semi-Automatic,OP1014,Refrigerator,416,420,11,93.0,8,706,1943.72,109.78,24.6,55,73.7
P00603,2025-04-19,Factory C,Line D,Morning,M118,Semi-Automatic,OP1005,Air Conditioner,489,442,9,60.0,9,955,612.33,266.49,37.8,84,75.2
P00604,2025-08-31,Factory A,Line A,Morning,M102,Manual,OP1055,Washing Machine,365,325,8,81.0,9,385,440.17,141.41,19.6,80,78.1
P00605,2025-04-20,Factory C,Line C,Morning,M104,Automatic,OP1055,Washing Machine,394,342,24,38.0,9,503,938.26,203.12,27.5,79,91.4
P00606,2025-12-21,Factory C,Line D,Morning,M136,Manual,OP1026,Refrigerator,403,373,23,85.0,9,631,1693.75,374.99,32.7,82,89.3
P00607,2025-08-23,Factory A,Line D,Afternoon,M108,Manual,OP1053,Washing Machine,187,183,8,92.0,8,761,2363.98,389.34,30.7,75,98.8
P00608,2025-04-22,Factory C,Line B,Afternoon,M135,Automatic,OP1077,Microwave,229,240,6,44.0,9,495,2432.19,270.16,18.3,58,60.6
P00609,2025-03-05,Factory C,Line D,Night,M130,Semi-Automatic,OP1053,Washing Machine,337,288,11,106.0,12,835,2437.77,167.73,36.5,64,77.1
P00610,2025-11-01,Factory A,Line D,Afternoon,M119,Manual,OP1089,Microwave,270,215,9,89.0,8,389,2034.26,69.12,31.0,74,97.3
P00611,2025-11-16,Factory C,Line A,Night,M129,Manual,OP1075,Refrigerator,233,185,10,37.0,12,516,634.91,218.22,25.6,47,94.3
P00612,2025-08-26,Factory B,Line D,Morning,M124,Automatic,OP1065,Washing Machine,243,214,8,112.0,10,614,2112.36,362.93,26.3,50,60.2
P00613,2025-01-08,Factory A,Line B,Afternoon,M134,Manual,OP1077,Washing Machine,392,403,21,21.0,12,547,1433.77,191.33,30.3,60,93.1
P00614,2025-03-07,Factory C,Line D,Night,M112,Semi-Automatic,OP1041,Air Conditioner,475,436,10,55.0,9,401,1804.06,78.69,20.4,71,91.4
P00615,2025-03-23,Factory B,Line B,Morning,M106,Automatic,OP1056,Refrigerator,313,258,20,98.0,9,328,1583.44,256.06,37.4,71,75.3
P00616,2025-11-21,Factory C,Line C,Morning,M116,Manual,OP1029,Washing Machine,246,203,6,68.0,9,1043,1972.07,359.07,33.4,77,62.1
P00617,2025-11-18,Factory A,Line A,Morning,M130,Manual,OP1016,Refrigerator,222,219,4,36.0,10,484,322.67,235.05,25.2,48,75.6
P00618,2025-07-31,Factory A,Line D,Night,M105,Automatic,OP1088,Microwave,431,444,24,113.0,10,948,2279.93,368.63,21.6,35,96.1
P00619,2025-03-02,Factory B,Line C,Afternoon,M140,Manual,OP1070,Refrigerator,470,481,10,66.0,10,424,562.83,37.56,18.5,67,90.4
P00620,2025-02-28,Factory A,Line A,Afternoon,M109,Automatic,OP1011,Television,290,259,8,35.0,12,504,2387.75,173.14,29.0,53,78.7
P00621,2025-09-20,Factory B,Line B,Afternoon,M112,Automatic,OP1088,Washing Machine,433,393,25,13.0,10,469,2005.84,430.35,27.8,63,76.9
P00622,2025-11-15,Factory A,Line D,Afternoon,M113,Manual,OP1046,Washing Machine,319,294,20,104.0,8,760,501.4,39.35,28.2,72,76.4
P00623,2025-06-30,Factory B,Line A,Morning,M112,Semi-Automatic,OP1055,Television,489,437,22,31.0,8,520,1676.69,183.08,33.6,42,60.4
P00624,2025-04-20,Factory B,Line C,Morning,M136,Automatic,OP1050,Washing Machine,185,158,9,27.0,9,405,1446.3,329.41,36.9,77,63.0
P00625,2025-06-12,Factory B,Line B,Morning,M104,Semi-Automatic,OP1064,Refrigerator,395,355,8,53.0,8,427,1186.68,280.61,29.8,50,83.1
P00626,2025-11-26,Factory C,Line A,Afternoon,M119,Automatic,OP1052,Refrigerator,325,338,17,117.0,8,645,1647.46,54.52,19.9,61,88.9
P00627,2025-06-27,Factory B,Line A,Night,M121,Semi-Automatic,OP1079,Refrigerator,320,295,12,38.0,12,805,2136.81,436.04,20.4,58,97.5
P00628,2025-04-25,Factory A,Line A,Morning,M107,Semi-Automatic,OP1089,Microwave,232,244,7,21.0,8,495,1837.86,370.22,34.3,69,99.6
P00629,2025-01-23,Factory A,Line A,Afternoon,M105,Semi-Automatic,OP1043,Air Conditioner,206,188,12,34.0,9,441,1500.29,75.96,24.4,44,90.1
P00630,2025-12-09,Factory A,Line B,Night,M131,Manual,OP1063,Washing Machine,391,349,10,98.0,12,531,320.32,350.64,32.2,57,82.3
P00631,2025-12-22,Factory A,Line A,Afternoon,M104,Automatic,OP1002,Television,304,293,14,104.0,12,492,1270.35,169.69,34.3,83,81.1
P00632,2025-12-29,Factory B,Line B,Night,M107,Automatic,OP1029,Washing Machine,340,316,12,57.0,9,1098,1060.49,54.17,26.5,78,72.3
P00633,2025-03-17,Factory B,Line A,Night,M108,Automatic,OP1003,Microwave,475,477,11,34.0,8,787,1688.53,217.37,23.3,70,63.4
P00634,2025-03-19,Factory B,Line D,Night,M122,Automatic,OP1057,Washing Machine,400,388,23,12.0,8,964,1018.05,419.41,21.9,47,76.1
P00635,2025-09-29,Factory C,Line D,Night,M128,Automatic,OP1088,Refrigerator,484,464,15,14.0,9,417,227.53,40.17,23.3,39,81.3
P00636,2025-11-14,Factory C,Line D,Afternoon,M126,Automatic,OP1029,Washing Machine,321,308,15,26.0,9,1104,588.58,295.68,32.1,53,89.4
P00637,2025-09-15,Factory C,Line D,Night,M120,Manual,OP1031,Television,228,220,10,87.0,8,470,549.63,407.44,20.8,35,86.6
P00638,2025-01-11,Factory A,Line C,Morning,M111,Manual,OP1098,Refrigerator,399,372,19,45.0,12,897,102.42,396.12,27.5,37,92.8
P00639,2025-04-27,Factory C,Line B,Morning,M107,Automatic,OP1039,Washing Machine,470,448,28,62.0,10,858,717.61,231.76,25.3,35,93.1
P00640,2025-09-23,Factory C,Line D,Morning,M118,Manual,OP1067,Refrigerator,334,307,4,52.0,9,975,2485.81,176.81,18.6,71,89.6
P00641,2025-04-16,Factory C,Line A,Morning,M125,Manual,OP1014,Washing Machine,400,369,28,80.0,12,1197,1364.58,137.76,31.6,56,75.6
P00642,2025-06-08,Factory A,Line A,Night,M134,Manual,OP1044,Air Conditioner,393,373,3,55.0,12,880,2423.57,361.74,23.8,35,80.0
P00643,2025-12-15,Factory A,Line C,Night,M136,Manual,OP1021,Washing Machine,255,211,15,36.0,8,1118,807.34,217.89,22.3,72,64.9
P00644,2025-01-03,Factory B,Line C,Night,M101,Automatic,OP1033,Television,430,406,22,112.0,10,1104,2161.63,307.76,33.4,44,98.1
P00645,2025-04-11,Factory B,Line A,Afternoon,M115,Automatic,OP1061,Washing Machine,318,315,7,103.0,12,732,1057.87,409.27,35.9,54,83.9
P00646,2025-08-12,Factory C,Line C,Night,M109,Manual,OP1099,Television,268,211,8,17.0,12,867,578.86,154.62,23.9,75,78.4
P00647,2025-08-12,Factory A,Line B,Night,M129,Manual,OP1041,Air Conditioner,273,240,11,59.0,10,737,1219.73,433.61,27.2,70,61.1
P00648,2025-03-13,Factory C,Line C,Morning,M138,Manual,OP1048,Television,395,399,18,6.0,12,428,1067.06,27.53,34.1,68,78.4
P00649,2025-01-29,Factory B,Line A,Afternoon,M139,Automatic,OP1038,Air Conditioner,207,212,15,88.0,10,1185,246.08,339.7,31.5,82,88.7
P00650,2025-03-15,Factory C,Line D,Morning,M115,Manual,OP1082,Television,284,233,9,80.0,10,1036,2473.98,27.74,27.7,79,68.0
P00651,2025-03-20,Factory C,Line A,Night,M107,Automatic,OP1027,Refrigerator,214,229,15,3.0,12,700,233.57,76.77,26.1,46,92.8
P00652,2025-11-10,Factory C,Line D,Night,M140,Automatic,OP1056,Television,459,441,1,23.0,9,1138,1887.04,127.29,28.2,79,81.9
P00653,2025-05-29,Factory B,Line A,Night,M132,Semi-Automatic,OP1086,Washing Machine,423,377,12,49.0,8,775,1100.55,205.55,18.6,64,64.8
P00654,2025-10-25,Factory B,Line A,Night,M140,Semi-Automatic,OP1006,Washing Machine,379,393,8,59.0,12,583,121.89,92.28,28.0,67,68.4
P00655,2025-09-20,Factory A,Line B,Night,M110,Semi-Automatic,OP1084,Air Conditioner,448,414,21,58.0,9,585,1983.91,304.84,36.5,39,96.6
P00656,2025-08-30,Factory C,Line B,Night,M133,Manual,OP1068,Washing Machine,427,394,8,89.0,10,902,2392.47,172.94,30.3,60,62.7
P00657,2025-04-29,Factory A,Line A,Afternoon,M131,Semi-Automatic,OP1098,Television,195,190,7,13.0,9,1045,2241.93,346.22,26.4,39,62.5
P00658,2025-01-20,Factory C,Line A,Afternoon,M124,Manual,OP1081,Refrigerator,308,309,5,41.0,8,1015,1178.82,81.62,30.7,70,68.0
P00659,2025-08-13,Factory C,Line C,Morning,M113,Manual,OP1021,Microwave,309,262,16,103.0,9,388,1497.06,292.37,31.4,48,61.3
P00660,2025-07-04,Factory B,Line A,Afternoon,M112,Manual,OP1094,Air Conditioner,251,266,15,24.0,9,884,2086.18,237.86,25.1,70,94.1
P00661,2025-08-07,Factory C,Line D,Morning,M137,Automatic,OP1017,Air Conditioner,214,173,4,12.0,8,810,653.38,280.63,24.6,49,92.9
P00662,2025-07-19,Factory C,Line C,Morning,M111,Semi-Automatic,OP1010,Air Conditioner,328,311,18,30.0,10,708,1584.75,257.03,35.8,72,78.8
P00663,2025-01-17,Factory B,Line D,Afternoon,M113,Semi-Automatic,OP1098,Refrigerator,314,326,4,26.0,10,1075,1692.01,398.26,22.7,39,92.2
P00664,2025-06-27,Factory A,Line D,Night,M140,Automatic,OP1071,Microwave,468,479,8,34.0,8,406,185.44,240.73,31.0,62,79.1
P00665,2025-01-29,Factory A,Line B,Night,M139,Semi-Automatic,OP1088,Refrigerator,296,309,17,61.0,8,696,1937.64,320.56,26.6,62,82.0
P00666,2025-03-02,Factory C,Line C,Afternoon,M113,Semi-Automatic,OP1056,Refrigerator,239,198,7,29.0,8,902,124.12,200.55,33.1,85,81.4
P00667,2025-05-08,Factory A,Line A,Morning,M109,Semi-Automatic,OP1024,Washing Machine,203,217,1,40.0,10,916,1672.5,128.8,23.8,73,75.9
P00668,2025-02-09,Factory B,Line B,Afternoon,M123,Automatic,OP1057,Washing Machine,242,248,11,99.0,10,1189,1668.75,248.91,23.4,79,81.7
P00669,2025-06-27,Factory B,Line D,Afternoon,M106,Automatic,OP1018,Air Conditioner,233,242,7,39.0,9,425,993.74,371.96,20.8,50,87.9
P00670,2025-01-11,Factory B,Line A,Afternoon,M118,Manual,OP1050,Washing Machine,412,413,5,7.0,10,1175,1563.39,235.53,35.3,59,77.8
P00671,2025-07-14,Factory A,Line D,Night,M104,Manual,OP1040,Refrigerator,294,283,17,97.0,10,326,2284.13,345.65,24.7,51,92.4
P00672,2025-01-15,Factory B,Line D,Afternoon,M104,Automatic,OP1071,Microwave,482,470,18,109.0,12,734,1474.25,266.53,28.4,45,98.4
P00673,2025-03-09,Factory A,Line C,Night,M118,Automatic,OP1032,Air Conditioner,419,404,18,43.0,12,339,1577.31,178.72,31.2,85,86.1
P00674,2025-03-05,Factory B,Line C,Afternoon,M112,Semi-Automatic,OP1060,Refrigerator,491,505,28,1.0,12,337,2418.13,229.09,34.9,48,76.3
P00675,2025-05-22,Factory C,Line C,Morning,M129,Automatic,OP1034,Washing Machine,476,481,16,111.0,12,430,645.81,99.16,35.4,76,62.0
P00676,2025-04-05,Factory C,Line D,Night,M121,Automatic,OP1071,Television,238,249,1,91.0,10,563,138.68,384.1,35.0,69,88.7
P00677,2025-06-29,Factory A,Line A,Night,M129,Automatic,OP1066,Refrigerator,487,472,15,26.0,10,884,991.26,374.64,26.3,76,77.1
P00678,2025-01-13,Factory B,Line C,Afternoon,M127,Manual,OP1048,Microwave,324,321,9,79.0,8,464,983.92,148.62,21.0,72,61.0
P00679,2025-06-10,Factory C,Line C,Morning,M125,Manual,OP1005,Television,491,479,24,97.0,8,379,2400.7,446.74,29.3,71,85.2
P00680,2025-03-04,Factory C,Line A,Night,M131,Manual,OP1068,Air Conditioner,394,341,14,40.0,10,499,2106.42,149.55,22.9,50,92.0
P00681,2025-08-22,Factory B,Line A,Night,M116,Semi-Automatic,OP1094,Microwave,365,351,11,10.0,10,873,1313.54,413.72,31.1,73,69.2
P00682,2025-10-19,Factory A,Line B,Afternoon,M138,Manual,OP1018,Air Conditioner,394,380,8,101.0,10,649,853.23,59.64,26.4,44,83.0
P00683,2025-08-21,Factory A,Line B,Morning,M127,Semi-Automatic,OP1098,Air Conditioner,281,273,15,95.0,8,429,2186.7,379.39,18.5,45,99.6
P00684,2025-09-29,Factory B,Line D,Afternoon,M109,Semi-Automatic,OP1090,Air Conditioner,247,197,7,91.0,10,421,908.34,375.5,24.7,73,84.7
P00685,2025-07-01,Factory B,Line D,Night,M129,Manual,OP1056,Washing Machine,203,209,15,89.0,9,1051,540.28,350.53,36.3,67,63.4
P00686,2025-10-31,Factory B,Line D,Afternoon,M121,Semi-Automatic,OP1023,Air Conditioner,183,123,9,35.0,8,537,813.64,169.97,29.3,68,83.2
P00687,2025-06-15,Factory B,Line C,Morning,M110,Automatic,OP1095,Television,398,377,13,66.0,10,888,2211.0,158.61,24.9,45,64.7
P00688,2025-08-13,Factory A,Line B,Afternoon,M117,Manual,OP1097,Refrigerator,320,273,7,85.0,10,444,330.34,259.67,28.2,45,61.1
P00689,2025-10-03,Factory A,Line A,Afternoon,M102,Semi-Automatic,OP1027,Washing Machine,200,146,9,54.0,12,833,402.83,217.89,36.4,80,88.3
P00690,2025-08-10,Factory B,Line C,Morning,M109,Semi-Automatic,OP1094,Refrigerator,241,200,11,102.0,8,1062,2003.97,334.13,24.5,67,73.4
P00691,2025-12-11,Factory A,Line C,Morning,M128,Automatic,OP1091,Air Conditioner,412,362,10,24.0,8,949,1605.48,129.51,29.7,49,86.9
P00692,2025-03-19,Factory B,Line B,Night,M132,Semi-Automatic,OP1017,Television,315,270,20,112.0,8,828,2157.18,343.51,18.1,39,79.6
P00693,2025-12-30,Factory A,Line A,Afternoon,M117,Manual,OP1049,Air Conditioner,492,481,15,81.0,10,795,1373.11,430.59,35.6,49,95.0
P00694,2025-11-19,Factory B,Line C,Night,M131,Semi-Automatic,OP1013,Television,428,381,3,112.0,10,729,2426.47,163.29,31.2,42,67.0
P00695,2025-06-27,Factory C,Line D,Night,M109,Semi-Automatic,OP1063,Air Conditioner,343,344,13,87.0,9,329,798.23,240.68,35.8,85,76.4
P00696,2025-05-14,Factory C,Line C,Afternoon,M126,Semi-Automatic,OP1055,Microwave,467,441,16,116.0,8,574,1265.21,118.05,30.7,37,72.3
P00697,2025-10-21,Factory A,Line B,Night,M108,Manual,OP1079,Washing Machine,389,376,4,77.0,8,1039,150.68,186.15,33.6,56,96.5
P00698,2025-12-02,Factory A,Line B,Afternoon,M135,Automatic,OP1021,Air Conditioner,463,470,25,110.0,9,597,2023.08,412.03,24.6,48,82.1
P00699,2025-01-19,Factory A,Line A,Night,M126,Semi-Automatic,OP1006,Television,307,321,9,38.0,8,535,1615.73,317.43,18.7,82,64.9
P00700,2025-03-09,Factory C,Line C,Morning,M105,Automatic,OP1065,Microwave,373,337,0,1.0,9,397,1866.1,361.86,21.9,73,94.4
P00701,2025-09-20,Factory C,Line A,Afternoon,M118,Semi-Automatic,OP1026,Refrigerator,345,306,8,83.0,12,685,798.97,64.55,37.3,70,71.1
P00702,2025-09-17,Factory A,Line D,Morning,M132,Manual,OP1051,Washing Machine,325,272,17,91.0,8,763,637.75,439.46,25.9,49,77.9
P00703,2025-02-25,Factory C,Line C,Afternoon,M110,Manual,OP1011,Refrigerator,424,367,17,21.0,9,1185,2361.02,277.2,19.7,60,84.7
P00704,2025-10-18,Factory A,Line A,Afternoon,M117,Semi-Automatic,OP1040,Washing Machine,422,371,26,19.0,8,629,1753.59,279.46,35.4,52,87.6
P00705,2025-10-07,Factory B,Line C,Night,M116,Semi-Automatic,OP1060,Microwave,467,420,32,71.0,8,407,1121.68,57.94,20.5,35,66.5
P00706,2025-04-12,Factory B,Line A,Morning,M128,Semi-Automatic,OP1022,Air Conditioner,242,236,15,17.0,12,708,122.22,74.97,37.9,81,96.9
P00707,2025-06-15,Factory C,Line C,Night,M111,Automatic,OP1038,Air Conditioner,318,267,21,26.0,10,831,1550.84,225.65,22.2,56,97.1
P00708,2025-09-26,Factory C,Line D,Morning,M121,Semi-Automatic,OP1023,Television,249,243,15,8.0,8,619,1783.52,109.69,19.9,64,73.2
P00709,2025-11-01,Factory A,Line A,Afternoon,M136,Automatic,OP1045,Refrigerator,211,167,3,35.0,10,1140,2287.63,206.12,32.6,58,85.0
P00710,2025-10-15,Factory C,Line B,Morning,M138,Automatic,OP1014,Television,386,369,8,22.0,10,877,345.57,363.68,29.7,84,75.3
P00711,2025-11-06,Factory B,Line D,Morning,M111,Automatic,OP1030,Television,474,414,5,118.0,9,446,495.56,396.71,24.5,38,65.5
P00712,2025-12-07,Factory B,Line C,Afternoon,M133,Automatic,OP1031,Air Conditioner,405,366,12,48.0,12,1023,1238.75,157.5,28.4,68,63.1
P00713,2025-03-27,Factory C,Line C,Night,M110,Semi-Automatic,OP1072,Microwave,489,477,31,88.0,10,1001,388.58,407.4,31.0,46,61.0
P00714,2025-12-10,Factory B,Line D,Morning,M140,Manual,OP1025,Microwave,367,323,11,22.0,8,500,1160.99,248.55,18.1,54,73.1
